m,TagName,
"2016-11-01 00:00:00","java","15643"
"2016-11-01 00:00:00","javascript","20502"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11919"
"2016-11-01 00:00:00","python","14173"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4362"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2793"
"2016-12-01 00:00:00","c#","10681"
"2016-12-01 00:00:00","c++","5221"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13836"
"2016-12-01 00:00:00","javascript","19786"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11464"
"2016-12-01 00:00:00","python","13041"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3926"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2756"
"2017-01-01 00:00:00","c#","11687"
"2017-01-01 00:00:00","c++","5646"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14546"
"2017-01-01 00:00:00","javascript","21381"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12591"
"2017-01-01 00:00:00","python","14262"
"2017-01-01 00:00:00","r","3484"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11482"
"2017-02-01 00:00:00","c++","5163"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14550"
"2017-02-01 00:00:00","javascript","21171"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12466"
"2017-02-01 00:00:00","python","14758"
"2017-02-01 00:00:00","r","3674"
"2017-02-01 00:00:00","ruby","1624"
"2017-02-01 00:00:00","swift","4053"
"2017-03-01 00:00:00","assembly","372"
"2017-03-01 00:00:00","c","2966"
"2017-03-01 00:00:00","c#","12977"
"2017-03-01 00:00:00","c++","6216"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17296"
"2017-03-01 00:00:00","javascript","23688"
"2017-03-01 00:00:00","perl","410"
"2017-03-01 00:00:00","php","14022"
"2017-03-01 00:00:00","python","17113"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4611"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2850"
"2017-04-01 00:00:00","c#","11082"
"2017-04-01 00:00:00","c++","5870"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15918"
"2017-04-01 00:00:00","javascript","21219"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12382"
"2017-04-01 00:00:00","python","15637"
"2017-04-01 00:00:00","r","4263"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3908"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11968"
"2017-05-01 00:00:00","c++","5296"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16321"
"2017-05-01 00:00:00","javascript","22376"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13005"
"2017-05-01 00:00:00","python","16179"
"2017-05-01 00:00:00","r","4312"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4090"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11294"
"2017-06-01 00:00:00","c++","4680"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14612"
"2017-06-01 00:00:00","javascript","21558"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11717"
"2017-06-01 00:00:00","python","16000"
"2017-06-01 00:00:00","r","4448"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","swift","4193"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2045"
"2017-07-01 00:00:00","c#","11192"
"2017-07-01 00:00:00","c++","5016"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","655"
"2017-07-01 00:00:00","java","14118"
"2017-07-01 00:00:00","javascript","21595"
"2017-07-01 00:00:00","perl","331"
"2017-07-01 00:00:00","php","11742"
"2017-07-01 00:00:00","python","16906"
"2017-07-01 00:00:00","r","4578"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10942"
"2017-08-01 00:00:00","c++","4785"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13744"
"2017-08-01 00:00:00","javascript","21320"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11610"
"2017-08-01 00:00:00","python","16462"
"2017-08-01 00:00:00","r","4568"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4177"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2100"
"2017-09-01 00:00:00","c#","9866"
"2017-09-01 00:00:00","c++","4464"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12738"
"2017-09-01 00:00:00","javascript","18972"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10665"
"2017-09-01 00:00:00","python","15439"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3759"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2775"
"2017-10-01 00:00:00","c#","10222"
"2017-10-01 00:00:00","c++","5215"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13992"
"2017-10-01 00:00:00","javascript","19844"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10801"
"2017-10-01 00:00:00","python","16923"
"2017-10-01 00:00:00","r","4542"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3896"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9783"
"2017-11-01 00:00:00","c++","5032"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14164"
"2017-11-01 00:00:00","javascript","19392"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10570"
"2017-11-01 00:00:00","python","16958"
"2017-11-01 00:00:00","r","4502"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2193"
"2017-12-01 00:00:00","c#","8595"
"2017-12-01 00:00:00","c++","4453"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11968"
"2017-12-01 00:00:00","javascript","16951"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9102"
"2017-12-01 00:00:00","python","14930"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3199"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2213"
"2018-01-01 00:00:00","c#","9363"
"2018-01-01 00:00:00","c++","4750"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12332"
"2018-01-01 00:00:00","javascript","18883"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10080"
"2018-01-01 00:00:00","python","16226"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3739"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2142"
"2018-02-01 00:00:00","c#","8573"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12015"
"2018-02-01 00:00:00","javascript","17206"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9098"
"2018-02-01 00:00:00","python","16288"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2461"
"2018-03-01 00:00:00","c#","9782"
"2018-03-01 00:00:00","c++","5177"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13546"
"2018-03-01 00:00:00","javascript","19132"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9805"
"2018-03-01 00:00:00","python","17890"
"2018-03-01 00:00:00","r","5104"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4042"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9230"
"2018-04-01 00:00:00","c++","4657"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13471"
"2018-04-01 00:00:00","javascript","17944"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8914"
"2018-04-01 00:00:00","python","16966"
"2018-04-01 00:00:00","r","4726"
"2018-04-01 00:00:00","ruby","987"
"2018-04-01 00:00:00","swift","3567"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2364"
"2018-05-01 00:00:00","c#","9920"
"2018-05-01 00:00:00","c++","4683"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13451"
"2018-05-01 00:00:00","javascript","18050"
"2018-05-01 00:00:00","perl","241"
"2018-05-01 00:00:00","php","9431"
"2018-05-01 00:00:00","python","17551"
"2018-05-01 00:00:00","r","4730"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3616"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1833"
"2018-06-01 00:00:00","c#","8784"
"2018-06-01 00:00:00","c++","4095"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","674"
"2018-06-01 00:00:00","java","11776"
"2018-06-01 00:00:00","javascript","17164"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8403"
"2018-06-01 00:00:00","python","16794"
"2018-06-01 00:00:00","r","4482"
"2018-06-01 00:00:00","ruby","990"
"2018-06-01 00:00:00","swift","3140"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9396"
"2018-07-01 00:00:00","c++","3910"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","691"
"2018-07-01 00:00:00","java","11741"
"2018-07-01 00:00:00","javascript","17784"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8526"
"2018-07-01 00:00:00","python","17926"
"2018-07-01 00:00:00","r","4404"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3667"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1678"
"2018-08-01 00:00:00","c#","9477"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","705"
"2018-08-01 00:00:00","java","11293"
"2018-08-01 00:00:00","javascript","17838"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8450"
"2018-08-01 00:00:00","python","17709"
"2018-08-01 00:00:00","r","4101"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3566"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1835"
"2018-09-01 00:00:00","c#","8351"
"2018-09-01 00:00:00","c++","3737"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","672"
"2018-09-01 00:00:00","java","10708"
"2018-09-01 00:00:00","javascript","15987"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7634"
"2018-09-01 00:00:00","python","15993"
"2018-09-01 00:00:00","r","3755"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3135"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2446"
"2018-10-01 00:00:00","c#","9328"
"2018-10-01 00:00:00","c++","4303"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12483"
"2018-10-01 00:00:00","javascript","17394"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8136"
"2018-10-01 00:00:00","python","18126"
"2018-10-01 00:00:00","r","4355"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3264"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2519"
"2018-11-01 00:00:00","c#","8460"
"2018-11-01 00:00:00","c++","4338"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11685"
"2018-11-01 00:00:00","javascript","16157"
"2018-11-01 00:00:00","perl","235"
"2018-11-01 00:00:00","php","7058"
"2018-11-01 00:00:00","python","17996"
"2018-11-01 00:00:00","r","4227"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","222"
"2018-12-01 00:00:00","c","2190"
"2018-12-01 00:00:00","c#","7535"
"2018-12-01 00:00:00","c++","3555"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10423"
"2018-12-01 00:00:00","javascript","14258"
"2018-12-01 00:00:00","perl","220"
"2018-12-01 00:00:00","php","6183"
"2018-12-01 00:00:00","python","15702"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2780"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2279"
"2019-01-01 00:00:00","c#","8734"
"2019-01-01 00:00:00","c++","3903"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11007"
"2019-01-01 00:00:00","javascript","16002"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7154"
"2019-01-01 00:00:00","python","16918"
"2019-01-01 00:00:00","r","3942"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2905"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2052"
"2019-02-01 00:00:00","c#","8337"
"2019-02-01 00:00:00","c++","3725"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10976"
"2019-02-01 00:00:00","javascript","15668"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7250"
"2019-02-01 00:00:00","python","17500"
"2019-02-01 00:00:00","r","4246"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2680"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2380"
"2019-03-01 00:00:00","c#","8946"
"2019-03-01 00:00:00","c++","4420"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12019"
"2019-03-01 00:00:00","javascript","17304"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7756"
"2019-03-01 00:00:00","python","19873"
"2019-03-01 00:00:00","r","4490"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2945"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2426"
"2019-04-01 00:00:00","c#","9101"
"2019-04-01 00:00:00","c++","4370"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11149"
"2019-04-01 00:00:00","javascript","16141"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7132"
"2019-04-01 00:00:00","python","19800"
"2019-04-01 00:00:00","r","4597"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3070"
"2019-05-01 00:00:00","assembly","236"
"2019-05-01 00:00:00","c","2090"
"2019-05-01 00:00:00","c#","9007"
"2019-05-01 00:00:00","c++","4121"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11073"
"2019-05-01 00:00:00","javascript","16120"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6926"
"2019-05-01 00:00:00","python","18878"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1725"
"2019-06-01 00:00:00","c#","7593"
"2019-06-01 00:00:00","c++","3636"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9617"
"2019-06-01 00:00:00","javascript","14785"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","5986"
"2019-06-01 00:00:00","python","17210"
"2019-06-01 00:00:00","r","3944"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1752"
"2019-07-01 00:00:00","c#","8432"
"2019-07-01 00:00:00","c++","4263"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","626"
"2019-07-01 00:00:00","java","10815"
"2019-07-01 00:00:00","javascript","16127"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6639"
"2019-07-01 00:00:00","python","19729"
"2019-07-01 00:00:00","r","4198"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3033"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1548"
"2019-08-01 00:00:00","c#","7697"
"2019-08-01 00:00:00","c++","3286"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9069"
"2019-08-01 00:00:00","javascript","15187"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5790"
"2019-08-01 00:00:00","python","18013"
"2019-08-01 00:00:00","r","3949"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2536"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2003"
"2019-09-01 00:00:00","c#","7832"
"2019-09-01 00:00:00","c++","3778"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","617"
"2019-09-01 00:00:00","java","9650"
"2019-09-01 00:00:00","javascript","14858"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5543"
"2019-09-01 00:00:00","python","16853"
"2019-09-01 00:00:00","r","3935"
"2019-09-01 00:00:00","ruby","717"
"2019-09-01 00:00:00","swift","2550"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2476"
"2019-10-01 00:00:00","c#","8398"
"2019-10-01 00:00:00","c++","4833"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","634"
"2019-10-01 00:00:00","java","11183"
"2019-10-01 00:00:00","javascript","15958"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6031"
"2019-10-01 00:00:00","python","20423"
"2019-10-01 00:00:00","r","4382"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3096"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2506"
"2019-11-01 00:00:00","c#","8012"
"2019-11-01 00:00:00","c++","4726"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10300"
"2019-11-01 00:00:00","javascript","15736"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6066"
"2019-11-01 00:00:00","python","20569"
"2019-11-01 00:00:00","r","4283"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2870"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2142"
"2019-12-01 00:00:00","c#","7197"
"2019-12-01 00:00:00","c++","4195"
"2019-12-01 00:00:00","delphi","127"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9010"
"2019-12-01 00:00:00","javascript","14294"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5207"
"2019-12-01 00:00:00","python","18087"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2658"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2050"
"2020-01-01 00:00:00","c#","7789"
"2020-01-01 00:00:00","c++","4224"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9933"
"2020-01-01 00:00:00","javascript","15995"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5878"
"2020-01-01 00:00:00","python","19946"
"2020-01-01 00:00:00","r","4145"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2894"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1977"
"2020-02-01 00:00:00","c#","7709"
"2020-02-01 00:00:00","c++","4081"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10030"
"2020-02-01 00:00:00","javascript","15717"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5657"
"2020-02-01 00:00:00","python","20014"
"2020-02-01 00:00:00","r","4671"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2758"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2482"
"2020-03-01 00:00:00","c#","7779"
"2020-03-01 00:00:00","c++","4638"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11046"
"2020-03-01 00:00:00","javascript","17546"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5648"
"2020-03-01 00:00:00","python","22664"
"2020-03-01 00:00:00","r","5119"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2907"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3250"
"2020-04-01 00:00:00","c#","8573"
"2020-04-01 00:00:00","c++","6211"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12598"
"2020-04-01 00:00:00","javascript","20872"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6608"
"2020-04-01 00:00:00","python","27593"
"2020-04-01 00:00:00","r","6168"
"2020-04-01 00:00:00","ruby","767"
"2020-04-01 00:00:00","swift","3445"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3371"
"2020-05-01 00:00:00","c#","8582"
"2020-05-01 00:00:00","c++","6399"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","12005"
"2020-05-01 00:00:00","javascript","21456"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6501"
"2020-05-01 00:00:00","python","29415"
"2020-05-01 00:00:00","r","6006"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3519"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c","2588"
"2020-06-01 00:00:00","c#","7892"
"2020-06-01 00:00:00","c++","5619"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10813"
"2020-06-01 00:00:00","javascript","19795"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5919"
"2020-06-01 00:00:00","python","27091"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3157"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2095"
"2020-07-01 00:00:00","c#","7804"
"2020-07-01 00:00:00","c++","5162"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","642"
"2020-07-01 00:00:00","java","10433"
"2020-07-01 00:00:00","javascript","19858"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5921"
"2020-07-01 00:00:00","python","26256"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2984"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c","1891"
"2020-08-01 00:00:00","c#","7055"
"2020-08-01 00:00:00","c++","4772"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","707"
"2020-08-01 00:00:00","java","9299"
"2020-08-01 00:00:00","javascript","18020"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4971"
"2020-08-01 00:00:00","python","23027"
"2020-08-01 00:00:00","r","4494"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2678"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2151"
"2020-09-01 00:00:00","c#","6445"
"2020-09-01 00:00:00","c++","3918"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8932"
"2020-09-01 00:00:00","javascript","16757"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4770"
"2020-09-01 00:00:00","python","21738"
"2020-09-01 00:00:00","r","4755"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","swift","2556"
"2020-10-01 00:00:00","assembly","342"
"2020-10-01 00:00:00","c","2367"
"2020-10-01 00:00:00","c#","6188"
"2020-10-01 00:00:00","c++","4325"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8930"
"2020-10-01 00:00:00","javascript","16412"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4579"
"2020-10-01 00:00:00","python","22782"
"2020-10-01 00:00:00","r","5067"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2320"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2695"
"2020-11-01 00:00:00","c#","5975"
"2020-11-01 00:00:00","c++","4319"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","527"
"2020-11-01 00:00:00","java","8477"
"2020-11-01 00:00:00","javascript","15514"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4611"
"2020-11-01 00:00:00","python","22170"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2162"
"2020-12-01 00:00:00","assembly","299"
